FBgn	symbol	CG_alias	chr	start	end
FBgn0031505	ND-B14.5B	CG12400	2L	3144953	3145848
FBgn0011648	Mad	CG12399	2L	3146056	3159643
FBgn0260817	Tdp1	CG8826	2L	3159950	3162399
FBgn0051953	CR31953	CG31953	2L	3162515	3163289
FBgn0014906	Hydr2	CG3488	2L	3163645	3169462
FBgn0011985	tRNA:Ser-AGA-2-3		2L	3169582	3169663
FBgn0264744	CG44002	CG34406	2L	3169820	3171092
FBgn0264745	CR44003	CG44003	2L	3171035	3172799
FBgn0011984	tRNA:Ser-AGA-2-4		2L	3173003	3173084
FBgn0051698	CG31698		2L	3173205	3173840
FBgn0031512	CG15404		2L	3173972	3174504
FBgn0085422	CG34393	CG8829	2L	3175112	3200496
FBgn0266875	lncRNA:CR45336		2L	3210515	3211156
FBgn0266876	lncRNA:CR45337		2L	3260973	3261281
FBgn0266877	lncRNA:CR45338		2L	3261638	3262007
FBgn0267270	lncRNA:CR45706		2L	3264168	3265714
FBgn0265677	lncRNA:CR44484		2L	3268269	3268646
FBgn0031513	CG3347		2L	3269437	3271806
FBgn0031514	OtopLb	CG3332	2L	3275800	3280534
FBgn0265678	lncRNA:CR44485		2L	3287822	3288591
FBgn0031515	CG9664		2L	3291245	3294706
FBgn0031516	CG9663		2L	3294926	3303130
FBgn0031518	CG3277		2L	3304100	3317418
FBgn0031517	CG15406		2L	3309222	3311682
FBgn0031519	Fign	CG3326	2L	3316794	3319872
FBgn0031520	CG8837		2L	3320245	3323141
FBgn0053281	CG33281	CG15407	2L	3324237	3326637
FBgn0053282	CG33282	CG15407	2L	3327903	3329792
FBgn0031522	CG3285		2L	3330928	3332876
FBgn0031523	CG15408		2L	3332814	3334790
FBgn0020445	E23	CG15410	2L	3334875	3354829
FBgn0031526	CG8838		2L	3357646	3358618
FBgn0085423	GramD1B	CG3304	2L	3358640	3373372
FBgn0031528	CG15412		2L	3373567	3375711
FBgn0031529	Ostc	CG9662	2L	3375832	3376737
FBgn0016698	Ptpa	CG3289	2L	3377002	3378590
FBgn0266839	lncRNA:CR45301		2L	3386863	3387278
FBgn0259949	Sfp23F	CG42459	2L	3387354	3387743
FBgn0259950	CG42460		2L	3387882	3388496
FBgn0266026	lncRNA:CR44791		2L	3389348	3389753
FBgn0266027	asRNA:TS15		2L	3397323	3398444
FBgn0085204	CG34175		2L	3398023	3398684
FBgn0031530	Pgant2	CG3254	2L	3404460	3426719
FBgn0031531	CG8840		2L	3410560	3411199
FBgn0051952	CG31952	CG15413	2L	3416693	3418068
FBgn0031533	CG2772		2L	3445992	3447589
FBgn0031534	Snx1	CG2774	2L	3449683	3452106
FBgn0031535	CG12795		2L	3452466	3453755
FBgn0031536	Cog3	CG3248	2L	3453697	3457064
FBgn0266670	Sec5	CG8843	2L	3457302	3460367
FBgn0031538	CG3246		2L	3460322	3461952
FBgn0005616	msl-2	CG3241	2L	3462218	3466112
FBgn0263526	mir-4971		2L	3463290	3463400
FBgn0021967	ND-PDSW	CG8844	2L	3466157	3467334
FBgn0031540	Pif1	CG3238	2L	3467342	3470004
FBgn0051776	CG31776	CG8845	2L	3470182	3472364
FBgn0051956	Pgant4	CG31956	2L	3472603	3475338
FBgn0266912	lncRNA:CR45372		2L	3475365	3476058
FBgn0264549	lncRNA:CR43928		2L	3476343	3477648
FBgn0261560	Thor	CG8846	2L	3478434	3479612
FBgn0031542	CG15414		2L	3480755	3491071
FBgn0014396	tim	CG3234	2L	3493986	3508119
FBgn0287668	lncRNA:CR46495		2L	3495334	3496000
FBgn0286737	snoRNA:CD75		2L	3504032	3504182
FBgn0266837	lncRNA:CR45299		2L	3508598	3509036
FBgn0051954	CG31954	CG3229	2L	3509058	3510102
FBgn0266838	asRNA:CR45300		2L	3509099	3509440
FBgn0284253	LeuRS	CG33123	2L	3510328	3514656
FBgn0031544	CG17593		2L	3514872	3517264
FBgn0031545	CG3213		2L	3517273	3519651
FBgn0031546	CG8851		2L	3519677	3522555
FBgn0031547	Sr-CIV	CG3212	2L	3522521	3524056
FBgn0031548	CG8852		2L	3525131	3527588
FBgn0031549	Spindly	CG15415	2L	3527387	3530317
FBgn0031550	IFT57	CG8853	2L	3530789	3532678
FBgn0265367	lncRNA:CR44308		2L	3537844	3538333
FBgn0024244	drm	CG10016	2L	3539247	3548423
FBgn0265368	lncRNA:CR44309		2L	3562038	3563118
FBgn0265960	lncRNA:CR44747		2L	3563308	3563540
FBgn0264370	lncRNA:CR43822		2L	3575350	3575806
FBgn0264363	CG43815		2L	3576210	3576623
FBgn0004892	sob	CG3242	2L	3578013	3580769
FBgn0284410	lncRNA:TS2		2L	3587068	3587469
FBgn0264371	lncRNA:CR43823		2L	3588485	3590301
FBgn0002985	odd	CG3851	2L	3604224	3606756
FBgn0265369	lncRNA:CR44310		2L	3616296	3617619
FBgn0015663	Ugt36A1	CG2788	2L	3619097	3621573
FBgn0031554	CG15418		2L	3621110	3621704
FBgn0000721	for	CG10033	2L	3622074	3656953
FBgn0263523	mir-4972		2L	3636967	3637073
FBgn0085369	Drgx	CG2808	2L	3662745	3692114
FBgn0259951	Sfp24Ba	CG42461	2L	3667977	3668551
FBgn0259953	Sfp24Bd	CG42463	2L	3668691	3669134
FBgn0259952	Sfp24Bb	CG42462	2L	3669261	3669775
FBgn0261054	Sfp24Bc	CG42602	2L	3670131	3670581
FBgn0031558	CG16704		2L	3692123	3692587
FBgn0031559	CG3513		2L	3692699	3693182
FBgn0051779	Acp24A4	CG31779	2L	3693184	3693905
FBgn0263096	CR43364		2L	3694105	3694418
FBgn0262721	CG43165		2L	3694431	3695020
FBgn0031560	CG16713		2L	3695032	3695411
FBgn0031561	IM33	CG16712	2L	3696218	3696658
FBgn0031562	CG3604		2L	3697242	3697872
FBgn0031563	CG10031		2L	3698451	3699092
FBgn0259954	CG42464		2L	3699464	3699826
FBgn0259955	CG42465		2L	3700195	3700658
FBgn0259956	Sfp24C1	CG42466	2L	3700674	3701092
FBgn0259957	CG42467		2L	3701290	3701699
FBgn0262621	CG43145		2L	3701826	3702248
FBgn0265370	lncRNA:CR44311		2L	3702614	3702947
FBgn0031564	CG2816		2L	3703659	3704253
FBgn0051778	CG31778		2L	3704106	3705488
FBgn0051777	CG31777		2L	3706551	3707063
FBgn0015376	cutlet	CG10030	2L	3707230	3711748
FBgn0051955	CG31955		2L	3711881	3713105
FBgn0031566	CG2818		2L	3713360	3716810
FBgn0040104	lectin-24A	CG3410	2L	3716800	3717773
FBgn0003386	Shaw	CG15419	2L	3718185	3729145
FBgn0031568	CG10019		2L	3730466	3754617
FBgn0263846	CG43707	CG31959	2L	3757256	3769525
FBgn0263842	CG43703		2L	3765494	3765863
FBgn0262392	mir-1004		2L	3767621	3767688
FBgn0263843	lncRNA:CR43704		2L	3769926	3770454
FBgn0004893	bowl	CG10021	2L	3771700	3784121
FBgn0051960	CG31960	CG10022	2L	3784947	3785622
FBgn0051958	CR31958	CG10022	2L	3785738	3786343
FBgn0031571	bark	CG3921	2L	3787167	3802726
FBgn0021800	Reph	CG3920	2L	3803545	3810671
FBgn0031573	CG3407		2L	3810801	3813410
FBgn0264885	lncRNA:CR44076		2L	3815438	3815948
FBgn0264886	lncRNA:CR44077		2L	3817724	3818534
FBgn0003430	slp1	CG16738	2L	3825675	3827099
FBgn0004567	slp2	CG2939	2L	3836840	3839185
FBgn0266318	lncRNA:CR44983		2L	3845130	3845716
FBgn0267007	lncRNA:CR45451		2L	3851951	3852604
FBgn0267005	lncRNA:CR45449		2L	3854288	3854994
FBgn0267006	lncRNA:CR45450		2L	3856478	3857172
FBgn0264887	lncRNA:CR44078		2L	3861405	3862097
FBgn0031574	TTLL4B	CG3964	2L	3862668	3867507
FBgn0031575	Cep97	CG3980	2L	3867697	3871425
FBgn0051957	CG31957		2L	3871271	3872458
FBgn0000256	capu	CG3399	2L	3872646	3902860
FBgn0051774	fred	CG3393	2L	3902928	3991713
FBgn0051773	Fpgs2	CG3390	2L	3911796	3914288
FBgn0264341	CG43797		2L	4000018	4000806
FBgn0266883	lncRNA:CR45344		2L	4001084	4001620
FBgn0085205	CG34176		2L	4004080	4004480
FBgn0031579	CG15422		2L	4004984	4005670
FBgn0031580	CG15423		2L	4006041	4006606
FBgn0264295	CG43773	CG10039	2L	4007690	4007984
FBgn0264296	CG43774	CG10039	2L	4008653	4009090
FBgn0000547	ed	CG16842	2L	4031377	4115749
FBgn0266319	asRNA:CR44984		2L	4074279	4075952
FBgn0020376	Sr-CIII	CG31962	2L	4120343	4121627
FBgn0014033	Sr-CI	CG4099	2L	4121702	4124153
FBgn0031585	CG2955		2L	4149279	4151203
FBgn0026394	Or24a	CG11767	2L	4164689	4166134
FBgn0267441	lncRNA:CR45791		2L	4185268	4186093
FBgn0264866	lncRNA:CR44057		2L	4185401	4186187
FBgn0051961	Tbcc	CG3381	2L	4186250	4187793
FBgn0040102	lectin-24Db	CG2958	2L	4188123	4189284
FBgn0031589	Naprt	CG3714	2L	4189340	4198071
FBgn0001075	ft	CG3352	2L	4198404	4221796
FBgn0031590	CG3702		2L	4224650	4227097
FBgn0003941	RpL40	CG2960	2L	4227699	4228561
FBgn0265819	lncRNA:CR44608		2L	4228921	4229458
FBgn0267284	lncRNA:CR45720		2L	4240014	4240820
FBgn0264867	lncRNA:CR44058		2L	4241070	4242397
FBgn0264868	lncRNA:CR44059		2L	4246209	4249676
FBgn0266832	lncRNA:CR45294		2L	4255720	4256085
FBgn0266833	lncRNA:CR45295		2L	4256132	4256519
FBgn0266834	lncRNA:CR45296		2L	4256798	4257295
FBgn0265269	CG15425		2L	4257572	4258425
FBgn0264889	lncRNA:CR44080		2L	4259946	4261101
FBgn0031592	Art2	CG3675	2L	4277696	4281324
FBgn0010473	tutl	CG15428	2L	4283148	4323781
FBgn0028482	bdl	CG16857	2L	4324554	4331830
FBgn0020762	Atet	CG2969	2L	4333913	4345776
FBgn0262375	mir-1005		2L	4343696	4343756
FBgn0265908	lncRNA:CR44697		2L	4347501	4347954
FBgn0265909	lncRNA:CR44698		2L	4348318	4348678
FBgn0265910	lncRNA:CR44699		2L	4349172	4349685
FBgn0265911	lncRNA:CR44700		2L	4350999	4351449
FBgn0031596	CG15429		2L	4352975	4354034
FBgn0266903	lncRNA:CR45363		2L	4361689	4371303
FBgn0026319	Traf4	CG3048	2L	4361925	4380716
FBgn0031597	CG17612		2L	4380722	4382735
FBgn0031598	Vps53	CG3338	2L	4382925	4386062
FBgn0261976	Psf2	CG18013	2L	4386182	4387356
FBgn0027560	Tps1	CG4104	2L	4388327	4392778
FBgn0031600	CG3652		2L	4392770	4393876
FBgn0022153	l(2)k05819	CG3054	2L	4394196	4400487
FBgn0053003	CG33003		2L	4400953	4403142
FBgn0031601	Dim1	CG3058	2L	4403251	4403955
FBgn0031602	CG15431		2L	4403992	4441282
FBgn0262357	CG43055		2L	4411155	4411824
FBgn0051963	tRNA:Trp-CCA-2-1		2L	4418977	4419048
FBgn0085206	CG34177	CG12677	2L	4433908	4435057
FBgn0085207	CG34178	CG12677	2L	4433908	4435057
FBgn0262358	CG43056		2L	4437787	4438201
FBgn0259958	Sfp24F	CG42468	2L	4441429	4442060
FBgn0031603	CG15432		2L	4442320	4442985
FBgn0027609	morgue	CG15437	2L	4442870	4444680
FBgn0031604	Elp3	CG15433	2L	4444732	4446765
FBgn0025684	MFS18	CG15438	2L	4446670	4448635
FBgn0031606	CG15439		2L	4449295	4453038
FBgn0031607	Secp43	CG15440	2L	4453169	4454453
FBgn0040705	ND-B8	CG15434	2L	4454626	4455207
FBgn0019982	Gs1l	CG15441	2L	4455137	4456807
FBgn0285948	RpL27A	CG15442	2L	4457186	4458364
FBgn0065053	snoRNA:CD15		2L	4457601	4457688
FBgn0053002	mRpL27	CG15442	2L	4458595	4459638
FBgn0031608	CG15435		2L	4459729	4461746
FBgn0031609	CG15443		2L	4461657	4463447
FBgn0031610	Paris	CG15436	2L	4463611	4465075
FBgn0031611	FIG4	CG17840	2L	4465174	4468022
FBgn0011603	ine	CG15444	2L	4468000	4477022
FBgn0053196	dpy	CG15637	2L	4477462	4614300
FBgn0031613	HP6	CG15636	2L	4577719	4578218
FBgn0263869	lncRNA:CR43716		2L	4582250	4582968
FBgn0265820	lncRNA:CR44609		2L	4619587	4620918
FBgn0267008	lncRNA:CR45452		2L	4633881	4634342
FBgn0083938	BG642163	CG34102	2L	4641296	4642872
FBgn0031617	CG15635		2L	4642972	4646562
FBgn0264342	CG43798		2L	4647051	4647920
FBgn0031619	CG3355		2L	4651403	4652892
FBgn0284415	lncRNA:TS6		2L	4655478	4656209
FBgn0031620	CG11929		2L	4682677	4687232
FBgn0000227	Elba1	CG12205	2L	4683052	4684461
FBgn0031621	Elba3	CG15634	2L	4687511	4688956
FBgn0031622	CG3251		2L	4688965	4690702
FBgn0085380	dcma	CG15633	2L	4694721	4722465
FBgn0031623	Taf12L	CG15632	2L	4700835	4701485
FBgn0031626	CG15631		2L	4732413	4734458
FBgn0031627	fipi	CG31970	2L	4734592	4794044
FBgn0260428	CG42523		2L	4762895	4763951
FBgn0031628	CG3294		2L	4794549	4796581
FBgn0287234	slf	CG3244	2L	4796600	4801923
FBgn0266835	lncRNA:CR45297		2L	4811711	4811945
FBgn0031630	CG15629		2L	4813009	4815891
FBgn0031631	CG3225		2L	4815613	4818245
FBgn0263577	mir-4910		2L	4817816	4817881
FBgn0031632	CG15628		2L	4821774	4828945
FBgn0031633	Fnta	CG2976	2L	4829214	4830693
FBgn0263575	mir-4912		2L	4829980	4830039
FBgn0031634	Ir25a	CG15627	2L	4830846	4835300
FBgn0031635	tank	CG15626	2L	4835335	4837999
FBgn0031636	CG12194		2L	4838347	4841465
FBgn0031637	mxt	CG2950	2L	4841482	4847295
FBgn0031638	CG11927		2L	4847766	4849499
FBgn0031639	mRpS2	CG2937	2L	4849439	4850419
FBgn0031640	Mon1	CG11926	2L	4850641	4852640
FBgn0051660	smog	CG31660	2L	4852864	4876792
FBgn0000286	Cf2	CG11924	2L	4876891	4883107
FBgn0031643	CG3008		2L	4883298	4885669
FBgn0031644	CG15625		2L	4889995	4891277
FBgn0267280	CR45716		2L	4891327	4891845
FBgn0031645	CG3036		2L	4892112	4903889
FBgn0031646	snsl	CG2837	2L	4903865	4906762
FBgn0041150	hoe1	CG2831	2L	4908581	4932384
FBgn0031649	hoe2	CG15624	2L	4933047	4936450
FBgn0003372	Sgs1	CG3047	2L	4937409	4941423
FBgn0031650	synr	CG14044	2L	4942742	4944305
FBgn0031651	mRpL24	CG8849	2L	4944256	4945361
FBgn0015000	betaggt-I	CG3469	2L	4945579	4948324
FBgn0031652	jet	CG8873	2L	4948206	4949784
FBgn0031653	Jon25Biii	CG8871	2L	4949941	4950767
FBgn0031654	Jon25Bii	CG8869	2L	4952243	4953136
FBgn0020906	Jon25Bi	CG8867	2L	4954279	4955144
FBgn0031655	Marcal1	CG3753	2L	4955509	4958292
FBgn0083960	CG34124	CG31652	2L	4958411	4965430
FBgn0264372	asRNA:CR43824		2L	4963976	4965425
FBgn0083961	CG34125	CG31652	2L	4965673	4966399
FBgn0015834	eIF3i	CG8882	2L	4966367	4967775
FBgn0262467	Scox	CG8885	2L	4967832	4968935
FBgn0031657	Polr1C	CG3756	2L	4969004	4970216
FBgn0010607	l(2)05714	CG8886	2L	4970135	4973921
FBgn0031659	CG14043		2L	4971702	4973687
FBgn0031660	mRpL28	CG3782	2L	4973976	4975316
FBgn0031661	Gmd	CG8890	2L	4975300	4977023
FBgn0031662	CG3792		2L	4977312	4978567
FBgn0031663	CG8891		2L	4978484	4979379
FBgn0031664	CG8892		2L	4979513	4981592
FBgn0083962	CG34126	CG31653	2L	4981614	4992702
FBgn0053113	Rtnl1	CG8895	2L	4992808	5009720
FBgn0031668	CG31917	CG14038	2L	5009931	5010834
FBgn0265968	Tfb5	CG14037	2L	5009931	5010834
FBgn0031670	SelT	CG3887	2L	5010922	5012127
FBgn0016075	vkg	CG16858	2L	5012144	5028191
FBgn0000299	Col4a1	CG4145	2L	5029609	5037279
FBgn0260451	CG14042	CG14041	2L	5037709	5040818
FBgn0260470	SP555	CG14041	2L	5037709	5040818
FBgn0031673	CG31650	CG9112	2L	5040648	5044712
FBgn0053995	CG33995		2L	5043270	5048365
FBgn0264742	CG44000	CG31919	2L	5043270	5048365
FBgn0264743	CG44001	CG31919	2L	5043270	5048365
FBgn0031675	CG9121		2L	5047818	5051062
FBgn0022023	eIF3h	CG9124	2L	5051193	5053094
FBgn0031676	senju	CG14040	2L	5052843	5054575
FBgn0031677	CG14036		2L	5054579	5055016
FBgn0014857	His3.3A	CG5825	2L	5055058	5056149
FBgn0031678	Nepl3	CG18592	2L	5055982	5058248
FBgn0028694	Rpn11	CG18174	2L	5058404	5059790
FBgn0266829	lncRNA:CR45291		2L	5060473	5060806
FBgn0028572	qtc	CG14039	2L	5060815	5070750
FBgn0264368	asRNA:CR43820		2L	5062636	5063442
FBgn0262213	mir-2495		2L	5068570	5068684
FBgn0266843	asRNA:CR45305		2L	5070887	5071109
FBgn0261608	RpL37A	CG5827	2L	5070957	5072055
FBgn0031681	Pgant5	CG31651	2L	5072170	5093592
FBgn0031682	CG5828		2L	5093976	5095910
FBgn0031683	CG4230		2L	5096227	5099294
FBgn0031684	ND-13A	CG8680	2L	5099177	5100288
FBgn0261836	Msp300	CG14035	2L	5100877	5207002
FBgn0065083	sncRNA:765		2L	5193471	5193516
FBgn0065107	sncRNA:128		2L	5196035	5196097
FBgn0083028	snoRNA:Psi18S-525k		2L	5202383	5202522
FBgn0065104	sncRNA:158		2L	5206205	5206361
FBgn0031688	Cyp28d2	CG6081	2L	5207267	5209345
FBgn0031689	Cyp28d1	CG10833	2L	5210460	5212445
FBgn0031690	CG7742		2L	5212395	5215081
FBgn0250847	CG14034		2L	5215189	5216542
FBgn0031692	TpnC25D	CG6514	2L	5216701	5219053
FBgn0003716	tkv	CG14026	2L	5219000	5271384
FBgn0051971	tRNA:Asp-GTC-2-1		2L	5240766	5240837
FBgn0051914	tRNA:Asp-GTC-1-1		2L	5241106	5241177
FBgn0046776	CR14033	CG14033	2L	5242699	5244239
FBgn0265957	lncRNA:CR44744		2L	5258942	5259992
FBgn0031693	Cyp4ac1	CG14032	2L	5264001	5265899
FBgn0031694	Cyp4ac2	CG17970	2L	5266392	5268455
FBgn0031695	Cyp4ac3	CG14031	2L	5268498	5270329
FBgn0000228	Nin	CG14025	2L	5271728	5278548
FBgn0031696	Bub1	CG14030	2L	5278865	5283283
FBgn0265956	lncRNA:CR44743		2L	5287447	5288667
FBgn0265955	lncRNA:CR44742		2L	5287848	5288361
FBgn0016076	vri	CG14029	2L	5288944	5311223
FBgn0267294	lncRNA:CR45730		2L	5297486	5297928
FBgn0031697	CG14024		2L	5311311	5314895
FBgn0031698	Ncoa6	CG14023	2L	5315290	5326683
FBgn0266320	lncRNA:CR44985		2L	5326504	5326832
FBgn0015031	cype	CG14028	2L	5327227	5327969
FBgn0031700	CG14022		2L	5327975	5328879
FBgn0031701	TotM	CG14027	2L	5329857	5330464
FBgn0031702	fusl	CG14021	2L	5330470	5338073
FBgn0031703	Acsf2	CG12512	2L	5339132	5342234
FBgn0016920	nompC	CG11020	2L	5346200	5365760
FBgn0262097	lncRNA:CR42850	CG42850	2L	5379095	5381074
FBgn0265958	lncRNA:CR44745		2L	5387551	5388632
FBgn0016660	H15	CG6604	2L	5404280	5416593
FBgn0263866	lncRNA:CR43713		2L	5431842	5432604
FBgn0263867	lncRNA:CR43714		2L	5432822	5433522
FBgn0263868	lncRNA:CR43715		2L	5433676	5434236
FBgn0051647	lncRNA:CR31647	CG31647	2L	5435582	5439277
FBgn0086033	snoRNA:CD50		2L	5437634	5437749
FBgn0261963	mid	CG6634	2L	5461639	5467610
FBgn0266825	lncRNA:CR45287		2L	5486905	5487191
FBgn0031707	CG14020		2L	5517737	5518949
FBgn0031708	CG7382		2L	5518893	5519896
FBgn0000318	cl	CG11024	2L	5520135	5521382
FBgn0031710	Vps52	CG7371	2L	5521281	5523898
FBgn0031711	Elp4	CG6907	2L	5524139	5525809
FBgn0266028	asRNA:CR44793		2L	5525738	5526943
FBgn0051989	Cap-D3	CG6922	2L	5525905	5535958
FBgn0051648	Cox11	CG6922	2L	5526957	5527854
FBgn0051915	CG31915	CG6922	2L	5528123	5530682
FBgn0031713	Coq6	CG7277	2L	5530620	5532223
FBgn0031715	tomb	CG14016	2L	5535861	5536758
FBgn0031716	CG14015		2L	5536850	5539196
FBgn0014189	Hel25E	CG7269	2L	5539326	5542314
FBgn0002525	Lam	CG6944	2L	5542480	5546642
FBgn0031717	Gnpda	CG6957	2L	5547086	5549614
FBgn0031718	CG14014		2L	5549709	5550835
FBgn0031719	CG18269		2L	5551838	5552756
FBgn0031720	CG14013		2L	5552843	5553850
FBgn0031721	CG14017		2L	5553897	5555137
FBgn0004620	GluRIIA	CG6992	2L	5555072	5558994
FBgn0020429	GluRIIB	CG7234	2L	5559342	5563502
FBgn0266029	lncRNA:CR44794		2L	5564811	5565755
FBgn0041719	snRNA:U4:25F		2L	5565619	5565766
FBgn0031722	CG14011		2L	5579580	5581116
FBgn0031723	CG7251		2L	5587115	5588414
FBgn0031724	CG18266		2L	5596833	5598636
FBgn0031725	DIP-eta	CG14010	2L	5601723	5617946
FBgn0266030	lncRNA:CR44795		2L	5615230	5615661
FBgn0266031	lncRNA:CR44796		2L	5619794	5620280
FBgn0031726	Cyp6a16	CG7249	2L	5620615	5623762
FBgn0051646	DIP-theta	CG14009	2L	5626291	5658560
FBgn0266069	lncRNA:CR44822		2L	5631624	5632660
FBgn0262256	mir-959		2L	5640940	5641037
FBgn0262321	mir-960		2L	5641063	5641155
FBgn0262239	mir-961		2L	5641191	5641279
FBgn0262200	mir-962		2L	5641298	5641389
FBgn0262333	mir-963		2L	5641990	5642078
FBgn0262243	mir-964		2L	5642102	5642201
FBgn0266068	lncRNA:CR44821		2L	5661902	5662232
FBgn0031728	Hsp60C	CG7235	2L	5662849	5670838
FBgn0031729	CG12511		2L	5678582	5679499
FBgn0266066	lncRNA:CR44819		2L	5690529	5691770
FBgn0266067	lncRNA:CR44820		2L	5690530	5691421
FBgn0031730	Cdkl	CG7236	2L	5706374	5713791
FBgn0031731	CG14007		2L	5715349	5716680
FBgn0266065	asRNA:CR44818		2L	5715678	5716426
FBgn0054011	CG34011		2L	5716701	5718067
FBgn0031732	CG11149		2L	5718121	5720899
FBgn0024191	sip1	CG7238	2L	5721051	5723944
FBgn0031736	CG11030		2L	5724656	5762420
FBgn0031733	CG14006		2L	5726415	5728811
FBgn0031734	CG11147		2L	5733675	5741244
FBgn0031735	CG11029		2L	5746157	5747961
FBgn0031737	obst-E	CG11142	2L	5762553	5766142
FBgn0031738	CG9171		2L	5767002	5800253
FBgn0051912	asRNA:CR31912	CG31912	2L	5769752	5771537
FBgn0051913	CG31913		2L	5784031	5784893
FBgn0031739	CG14005		2L	5800517	5801975
FBgn0031740	CG7239		2L	5802220	5804030
FBgn0031741	CG11034		2L	5805395	5809063
FBgn0265786	lncRNA:CR44575		2L	5809702	5810216
FBgn0265787	lncRNA:CR44576		2L	5810352	5810835
FBgn0262999	CG43307		2L	5811574	5811925
FBgn0051644	COX6CL	CG31644	2L	5817890	5818443
FBgn0085410	TrissinR	CG31645	2L	5824004	5856767
FBgn0031745	rau	CG8965	2L	5859769	5879498
FBgn0265785	CG44574		2L	5883741	5884345
FBgn0259959	Sfp26Ac	CG42469	2L	5884350	5884774
FBgn0262814	CG43185		2L	5884888	5885491
FBgn0031746	CG9029		2L	5886002	5886609
FBgn0265788	lncRNA:CR44577		2L	5887204	5887989
FBgn0265789	lncRNA:CR44578		2L	5888149	5888484
FBgn0002856	Acp26Ab	CG9024	2L	5892298	5892862
FBgn0002855	Acp26Aa	CG8982	2L	5892883	5893896
FBgn0265790	lncRNA:CR44579		2L	5899949	5900380
FBgn0031747	CG9021		2L	5903178	5904689
FBgn0264352	lncRNA:CR43808		2L	5904958	5906250
FBgn0043362	bchs	CG9011	2L	5907169	5922776
FBgn0031749	CG14000		2L	5908927	5910289
FBgn0031751	CG9016		2L	5922876	5923653
FBgn0264547	asRNA:CR43926		2L	5925205	5925961
FBgn0015381	dsf	CG9019	2L	5925937	5939261
FBgn0266826	lncRNA:CR45288		2L	5940033	5940250
FBgn0266827	lncRNA:CR45289		2L	5941995	5942584
FBgn0261055	Sfp26Ad	CG42603	2L	5942623	5943304
FBgn0001128	Gpdh1	CG9042	2L	5943643	5948968
FBgn0266321	lncRNA:CR44986		2L	5947647	5948397
FBgn0031752	CG9044		2L	5949450	5955235
FBgn0031753	CG13999		2L	5955312	5956466
FBgn0040949	CG13998		2L	5956489	5956819
FBgn0003980	Vm26Ab	CG9046	2L	5957004	5957639
FBgn0086266	Vm26Ac	CG13997	2L	5958005	5958631
FBgn0003979	Vm26Aa	CG9048	2L	5959596	5960340
FBgn0086265	psd	CG9050	2L	5963087	5964951
FBgn0031756	CG13992		2L	5965391	5967752
FBgn0031757	Ucp4C	CG9064	2L	5968566	5969761
FBgn0031758	Ucp4B	CG18340	2L	5969859	5971025
FBgn0263442	asRNA:CR43465		2L	5969859	5971025
FBgn0000308	chic	CG9553	2L	5972115	5981018
FBgn0001942	eIF4A	CG9075	2L	5981764	5985909
FBgn0001941	ifc	CG9078	2L	5986348	5988854
FBgn0031759	Kdm5	CG9088	2L	5989400	5999501
FBgn0031760	Tsp26A	CG9093	2L	6000228	6003738
FBgn0001089	Gal	CG9092	2L	6003574	6006827
FBgn0264448	asRNA:CR43866		2L	6004167	6006333
FBgn0031762	CG9098		2L	6007364	6012338
FBgn0001170	H2.0	CG11607	2L	6013059	6019402
FBgn0031763	CG13996		2L	6020835	6021718
FBgn0031764	CG9107		2L	6022951	6024539
FBgn0031765	CG9109		2L	6025870	6034423
FBgn0025742	mtm	CG9115	2L	6034731	6037015
FBgn0031766	CG9117		2L	6036997	6037902
FBgn0051643	CG31643		2L	6038117	6041283
FBgn0000052	Pfas	CG9127	2L	6041181	6046050
FBgn0262317	mir-966		2L	6045627	6045713
FBgn0029161	slmo	CG9131	2L	6046516	6048706
FBgn0085208	CG34179		2L	6046651	6048706
FBgn0031768	IPIP	CG12393	2L	6048002	6050474
FBgn0031769	CG9135		2L	6050800	6053877
FBgn0031770	CG13995		2L	6054302	6060169
FBgn0085209	CG34180		2L	6060510	6060938
FBgn0031771	ND-51	CG9140	2L	6060842	6062757
FBgn0031772	CG13994		2L	6062989	6063671
FBgn0031773	Fbw5	CG9144	2L	6063562	6065953
FBgn0031774	CG9147		2L	6065997	6067635
FBgn0031775	CG9150		2L	6067668	6068594
FBgn0031776	Pfdn1	CG13993	2L	6069079	6069838
FBgn0031777	CG9154		2L	6069790	6070686
FBgn0266449	Kr-h2	CG9159	2L	6070990	6073961
FBgn0264345	lncRNA:CR43801		2L	6074251	6074796
FBgn0031778	lncRNA:CR9162	CG9162	2L	6078453	6079736
FBgn0265999	lncRNA:CR44773		2L	6079764	6080128
FBgn0266450	Kr-h1	CG18783	2L	6082603	6096498
FBgn0266445	CG45075	CG18783	2L	6091412	6096498
FBgn0031779	CG9175		2L	6096698	6098966
FBgn0266521	stai	CG31641	2L	6100377	6124653
FBgn0051642	CG31642	CG5981	2L	6118512	6120522
FBgn0284255	Arpc4	CG5972	2L	6125132	6125911
FBgn0031782	WDR79	CG9226	2L	6125879	6127775
FBgn0261683	B9d2	CG9227	2L	6127872	6130651
FBgn0261697	tctn	CG9227	2L	6127872	6130651
FBgn0031784	Tssk2	CG9222	2L	6131023	6132484
FBgn0267283	lncRNA:CR45719		2L	6133258	6133674
FBgn0266071	lncRNA:CR44824		2L	6138867	6139309
FBgn0031785	CG13991		2L	6139382	6145010
