gene_id	chr	start	end	strand	length
gene:Zm00001eb005040	1	13805363	13806156	+	794
gene:Zm00001eb005050	1	13859962	13860665	+	704
gene:Zm00001eb005060	1	13860927	13863417	+	2491
gene:Zm00001eb005070	1	13907417	13925487	-	18071
gene:Zm00001eb005080	1	13975956	13978702	+	2747
gene:Zm00001eb005090	1	14021893	14022315	+	423
gene:Zm00001eb005100	1	14102501	14104598	-	2098
gene:Zm00001eb005110	1	14142524	14145101	-	2578
gene:Zm00001eb005120	1	14202708	14206737	+	4030
gene:Zm00001eb005130	1	14214354	14215690	+	1337
gene:Zm00001eb005140	1	14216431	14217782	+	1352
gene:Zm00001eb005150	1	14219460	14220262	+	803
gene:Zm00001eb005160	1	14220309	14220650	+	342
gene:Zm00001eb005170	1	14224678	14228697	-	4020
gene:Zm00001eb005180	1	14225095	14226349	+	1255
gene:Zm00001eb005190	1	14256183	14260010	+	3828
gene:Zm00001eb005200	1	14342856	14343428	+	573
gene:Zm00001eb005210	1	14480449	14500094	+	19646
gene:Zm00001eb005220	1	14501292	14506675	-	5384
gene:Zm00001eb005230	1	14506989	14511079	+	4091
gene:Zm00001eb005240	1	14545882	14546975	+	1094
gene:Zm00001eb005250	1	14547169	14548604	-	1436
gene:Zm00001eb005260	1	14550912	14551617	+	706
gene:Zm00001eb005270	1	14560618	14568341	+	7724
gene:Zm00001eb005280	1	14582664	14590878	+	8215
gene:Zm00001eb005290	1	14595569	14596906	-	1338
gene:Zm00001eb005300	1	14597068	14599588	-	2521
gene:Zm00001eb005310	1	14599846	14601982	-	2137
gene:Zm00001eb005320	1	14649028	14651956	+	2929
gene:Zm00001eb005330	1	14726437	14741570	+	15134
gene:Zm00001eb005340	1	14776735	14786219	-	9485
gene:Zm00001eb005350	1	14884076	14885899	+	1824
gene:Zm00001eb005360	1	14907361	14909218	-	1858
gene:Zm00001eb005370	1	14908325	14914051	+	5727
gene:Zm00001eb005380	1	14955076	14957921	+	2846
gene:Zm00001eb005390	1	14962698	14967358	-	4661
gene:Zm00001eb005400	1	15015527	15020786	-	5260
gene:Zm00001eb005410	1	15024939	15025247	-	309
gene:Zm00001eb005420	1	15051704	15057169	-	5466
gene:Zm00001eb005430	1	15070098	15073238	-	3141
gene:Zm00001eb005440	1	15088250	15091064	-	2815
gene:Zm00001eb005450	1	15194903	15196258	+	1356
gene:Zm00001eb005460	1	15196463	15201827	-	5365
gene:Zm00001eb005470	1	15211125	15216957	-	5833
gene:Zm00001eb005480	1	15230164	15230867	-	704
gene:Zm00001eb005490	1	15231932	15232962	-	1031
gene:Zm00001eb005500	1	15260865	15261631	-	767
gene:Zm00001eb005510	1	15269328	15276898	-	7571
gene:Zm00001eb005520	1	15286297	15286606	-	310
gene:Zm00001eb005530	1	15295152	15298222	+	3071
gene:Zm00001eb005540	1	15395543	15396037	+	495
gene:Zm00001eb005550	1	15477535	15480709	+	3175
gene:Zm00001eb005560	1	15563886	15568021	-	4136
gene:Zm00001eb005570	1	15579313	15581664	-	2352
gene:Zm00001eb005580	1	15587447	15588152	-	706
gene:Zm00001eb005590	1	15648420	15648948	-	529
gene:Zm00001eb005600	1	15658011	15663305	+	5295
gene:Zm00001eb005610	1	15804868	15805209	-	342
gene:Zm00001eb005620	1	15818235	15822918	-	4684
gene:Zm00001eb005630	1	15856963	15865724	+	8762
gene:Zm00001eb005640	1	15866071	15869084	+	3014
gene:Zm00001eb005650	1	15900733	15902004	+	1272
gene:Zm00001eb005660	1	15902116	15905229	-	3114
gene:Zm00001eb005670	1	15906138	15912356	+	6219
gene:Zm00001eb005680	1	15913836	15914108	-	273
gene:Zm00001eb005690	1	15933655	15936919	-	3265
gene:Zm00001eb005700	1	16035109	16036995	+	1887
gene:Zm00001eb005710	1	16122256	16129623	+	7368
gene:Zm00001eb005720	1	16127005	16130135	-	3131
gene:Zm00001eb005730	1	16178991	16180507	-	1517
gene:Zm00001eb005740	1	16251121	16255748	-	4628
gene:Zm00001eb005750	1	16251432	16252067	+	636
gene:Zm00001eb005760	1	16309008	16310855	-	1848
gene:Zm00001eb005770	1	16331561	16342289	-	10729
gene:Zm00001eb005780	1	16457097	16457777	-	681
gene:Zm00001eb005790	1	16457118	16458120	+	1003
gene:Zm00001eb005800	1	16507065	16525372	-	18308
gene:Zm00001eb005810	1	16601311	16602675	+	1365
gene:Zm00001eb005820	1	16601750	16617586	-	15837
gene:Zm00001eb005830	1	16616200	16617831	+	1632
gene:Zm00001eb005840	1	16617778	16625652	-	7875
gene:Zm00001eb005850	1	16639409	16642108	-	2700
gene:Zm00001eb005860	1	16643818	16647566	-	3749
gene:Zm00001eb005870	1	16671756	16673765	-	2010
gene:Zm00001eb005890	1	16705144	16706011	+	868
gene:Zm00001eb005880	1	16705144	16706295	-	1152
gene:Zm00001eb005900	1	16738079	16743650	+	5572
gene:Zm00001eb005910	1	16738106	16738657	-	552
gene:Zm00001eb005920	1	16843538	16850405	+	6868
gene:Zm00001eb005930	1	16855637	16856844	+	1208
gene:Zm00001eb005940	1	16855907	16856815	-	909
gene:Zm00001eb005950	1	16863962	16872167	+	8206
gene:Zm00001eb005960	1	16872204	16875350	-	3147
gene:Zm00001eb005970	1	16954592	16957371	-	2780
gene:Zm00001eb005980	1	17035858	17037055	-	1198
gene:Zm00001eb005990	1	17041688	17043711	+	2024
gene:Zm00001eb006000	1	17051276	17052207	+	932
gene:Zm00001eb006010	1	17058140	17062174	+	4035
gene:Zm00001eb006020	1	17081542	17085367	+	3826
gene:Zm00001eb006030	1	17085942	17087938	+	1997
gene:Zm00001eb006040	1	17209402	17220717	+	11316
gene:Zm00001eb006050	1	17257259	17260601	+	3343
gene:Zm00001eb006060	1	17263964	17264761	-	798
gene:Zm00001eb006070	1	17302923	17304569	-	1647
gene:Zm00001eb006080	1	17428770	17448305	+	19536
gene:Zm00001eb006090	1	17430553	17431417	-	865
gene:Zm00001eb006100	1	17504700	17505702	+	1003
gene:Zm00001eb006110	1	17511162	17512026	-	865
gene:Zm00001eb006120	1	17513568	17516826	+	3259
gene:Zm00001eb006130	1	17520826	17522664	-	1839
gene:Zm00001eb006140	1	17592713	17603976	+	11264
gene:Zm00001eb006150	1	17617868	17621328	-	3461
gene:Zm00001eb006160	1	17670907	17672629	-	1723
gene:Zm00001eb006170	1	17699837	17701555	+	1719
gene:Zm00001eb006180	1	17702238	17703775	-	1538
gene:Zm00001eb006190	1	17722814	17726372	+	3559
gene:Zm00001eb006200	1	17728129	17729248	-	1120
gene:Zm00001eb006210	1	17734718	17736146	+	1429
gene:Zm00001eb006220	1	17734788	17736146	-	1359
gene:Zm00001eb006230	1	17813712	17814937	-	1226
gene:Zm00001eb006240	1	17814998	17822455	-	7458
gene:Zm00001eb006250	1	17824654	17825755	+	1102
gene:Zm00001eb006260	1	17824655	17825755	-	1101
gene:Zm00001eb006270	1	17840879	17856767	+	15889
gene:Zm00001eb006280	1	17850920	17851549	-	630
gene:Zm00001eb006290	1	17857884	17859182	+	1299
gene:Zm00001eb006300	1	17861092	17867634	+	6543
gene:Zm00001eb006310	1	17868792	17870794	+	2003
gene:Zm00001eb006320	1	17872921	17880807	+	7887
gene:Zm00001eb006330	1	17873023	17875216	+	2194
gene:Zm00001eb006340	1	17875217	17875782	+	566
gene:Zm00001eb006350	1	17894658	17898803	+	4146
gene:Zm00001eb006360	1	17899920	17901905	-	1986
gene:Zm00001eb006370	1	17906959	17907379	+	421
gene:Zm00001eb006380	1	17914241	17916925	+	2685
gene:Zm00001eb006390	1	17934392	17942354	+	7963
gene:Zm00001eb006400	1	17945092	17946231	+	1140
gene:Zm00001eb006410	1	17981290	17983092	-	1803
gene:Zm00001eb006420	1	18027693	18029583	-	1891
gene:Zm00001eb006430	1	18042294	18044126	+	1833
gene:Zm00001eb006440	1	18054812	18056767	+	1956
gene:Zm00001eb006450	1	18080644	18085418	+	4775
gene:Zm00001eb006460	1	18146392	18147247	-	856
gene:Zm00001eb006470	1	18169758	18175624	+	5867
gene:Zm00001eb006480	1	18176191	18197270	-	21080
gene:Zm00001eb006490	1	18202071	18202478	-	408
gene:Zm00001eb006500	1	18268495	18269203	+	709
gene:Zm00001eb006510	1	18327900	18333977	+	6078
gene:Zm00001eb006520	1	18336254	18339153	+	2900
gene:Zm00001eb006530	1	18388038	18389788	+	1751
gene:Zm00001eb006540	1	18390745	18398712	-	7968
gene:Zm00001eb006550	1	18398507	18402067	+	3561
gene:Zm00001eb006560	1	18473259	18494112	+	20854
gene:Zm00001eb006570	1	18635648	18647229	+	11582
gene:Zm00001eb006580	1	18635706	18636017	-	312
gene:Zm00001eb006590	1	18784154	18786281	+	2128
gene:Zm00001eb006600	1	18792089	18795524	-	3436
gene:Zm00001eb006610	1	18830491	18833345	-	2855
gene:Zm00001eb006620	1	18899270	18901992	+	2723
gene:Zm00001eb006630	1	19042834	19047133	-	4300
gene:Zm00001eb006640	1	19105150	19106172	+	1023
gene:Zm00001eb006650	1	19165473	19170163	-	4691
gene:Zm00001eb006660	1	19189228	19196259	+	7032
gene:Zm00001eb006670	1	19199445	19201138	-	1694
gene:Zm00001eb006680	1	19309508	19311518	+	2011
gene:Zm00001eb006690	1	19313565	19314364	-	800
gene:Zm00001eb006700	1	19460805	19462984	+	2180
gene:Zm00001eb006710	1	19460935	19462894	-	1960
gene:Zm00001eb006720	1	19470935	19472528	+	1594
gene:Zm00001eb006730	1	19480518	19485907	-	5390
gene:Zm00001eb006740	1	19514353	19516131	-	1779
gene:Zm00001eb006750	1	19514516	19515144	+	629
gene:Zm00001eb006760	1	19531669	19542035	-	10367
gene:Zm00001eb006770	1	19575922	19578862	-	2941
gene:Zm00001eb006780	1	19638654	19640660	-	2007
gene:Zm00001eb006790	1	19640698	19641252	-	555
gene:Zm00001eb006800	1	19641289	19643468	-	2180
gene:Zm00001eb006810	1	19735324	19736610	-	1287
gene:Zm00001eb006820	1	19735616	19737216	+	1601
gene:Zm00001eb006830	1	19754550	19757775	-	3226
gene:Zm00001eb006840	1	19760733	19769462	+	8730
gene:Zm00001eb006850	1	19809756	19812146	-	2391
gene:Zm00001eb006860	1	19814662	19818158	-	3497
gene:Zm00001eb006870	1	19871210	19875488	-	4279
gene:Zm00001eb006880	1	19877490	19881678	-	4189
gene:Zm00001eb006890	1	19954509	19980165	-	25657
gene:Zm00001eb006900	1	19982980	19984385	-	1406
gene:Zm00001eb006910	1	20068706	20079441	-	10736
gene:Zm00001eb006920	1	20111600	20117637	-	6038
gene:Zm00001eb006930	1	20140511	20141792	-	1282
gene:Zm00001eb006940	1	20149035	20152395	+	3361
gene:Zm00001eb006950	1	20152221	20159631	-	7411
gene:Zm00001eb006960	1	20169420	20170080	+	661
gene:Zm00001eb006970	1	20200614	20201738	+	1125
gene:Zm00001eb006980	1	20201018	20201339	-	322
gene:Zm00001eb006990	1	20207597	20208321	+	725
gene:Zm00001eb007000	1	20259319	20260745	-	1427
gene:Zm00001eb007010	1	20270320	20275331	-	5012
gene:Zm00001eb007020	1	20278027	20280743	+	2717
gene:Zm00001eb007030	1	20382075	20388154	+	6080
gene:Zm00001eb007040	1	20392056	20392924	-	869
gene:Zm00001eb007050	1	20453374	20463663	+	10290
gene:Zm00001eb007060	1	20589305	20591690	+	2386
gene:Zm00001eb007070	1	20684564	20687147	-	2584
gene:Zm00001eb007080	1	20696669	20701774	-	5106
gene:Zm00001eb007090	1	20781513	20790239	+	8727
gene:Zm00001eb007100	1	20856771	20859390	-	2620
gene:Zm00001eb007110	1	20860583	20861143	+	561
gene:Zm00001eb007120	1	21036450	21037301	-	852
gene:Zm00001eb007130	1	21037974	21051410	+	13437
gene:Zm00001eb007140	1	21137801	21143003	+	5203
gene:Zm00001eb007150	1	21144661	21147774	-	3114
gene:Zm00001eb007160	1	21216264	21229120	+	12857
gene:Zm00001eb007170	1	21238618	21239580	-	963
gene:Zm00001eb007180	1	21352586	21377736	+	25151
gene:Zm00001eb007190	1	21402224	21404854	-	2631
gene:Zm00001eb007200	1	21404237	21406579	+	2343
gene:Zm00001eb007210	1	21531409	21531987	+	579
gene:Zm00001eb007220	1	21531461	21537251	+	5791
gene:Zm00001eb007230	1	21541063	21543518	-	2456
gene:Zm00001eb007240	1	21612797	21617624	+	4828
gene:Zm00001eb007250	1	21621148	21624896	+	3749
gene:Zm00001eb007260	1	21621399	21621698	-	300
gene:Zm00001eb007270	1	21625306	21627313	-	2008
gene:Zm00001eb007280	1	21627751	21630805	+	3055
gene:Zm00001eb007290	1	21635185	21639923	+	4739
gene:Zm00001eb007300	1	21648159	21653025	+	4867
gene:Zm00001eb007310	1	21693058	21711680	-	18623
gene:Zm00001eb007320	1	21734587	21735231	+	645
gene:Zm00001eb007330	1	21756736	21760748	-	4013
gene:Zm00001eb007340	1	21760843	21761211	-	369
gene:Zm00001eb007350	1	21761258	21762775	-	1518
gene:Zm00001eb007360	1	21762903	21763145	-	243
gene:Zm00001eb007370	1	21787133	21787486	-	354
gene:Zm00001eb007380	1	21788449	21788907	-	459
gene:Zm00001eb007390	1	21788939	21790195	-	1257
gene:Zm00001eb007400	1	21790238	21791074	-	837
gene:Zm00001eb007410	1	21791904	21792922	-	1019
gene:Zm00001eb007420	1	21825964	21826872	-	909
gene:Zm00001eb007430	1	21826954	21827712	-	759
gene:Zm00001eb007440	1	21830057	21833019	+	2963
gene:Zm00001eb007450	1	21833775	21834963	-	1189
gene:Zm00001eb007460	1	21833775	21835884	+	2110
gene:Zm00001eb007470	1	21840825	21858693	+	17869
gene:Zm00001eb007480	1	21840925	21841315	-	391
gene:Zm00001eb007490	1	21867090	21869211	+	2122
gene:Zm00001eb007500	1	21867402	21869619	-	2218
gene:Zm00001eb007510	1	21904356	21920971	-	16616
gene:Zm00001eb007520	1	21906749	21907098	+	350
gene:Zm00001eb007530	1	21909581	21910401	-	821
gene:Zm00001eb007540	1	21964588	21972157	+	7570
gene:Zm00001eb007550	1	22032705	22049520	+	16816
gene:Zm00001eb007560	1	22037536	22037915	-	380
gene:Zm00001eb007570	1	22114259	22125327	-	11069
gene:Zm00001eb007580	1	22258455	22262373	+	3919
gene:Zm00001eb007590	1	22320919	22325176	+	4258
gene:Zm00001eb007600	1	22435069	22442054	+	6986
gene:Zm00001eb007610	1	22444524	22449118	-	4595
gene:Zm00001eb007620	1	22471760	22472129	+	370
gene:Zm00001eb007630	1	22472265	22473589	+	1325
gene:Zm00001eb007640	1	22559499	22562102	+	2604
gene:Zm00001eb007650	1	22565338	22571189	-	5852
gene:Zm00001eb007660	1	22621326	22621786	-	461
gene:Zm00001eb007670	1	22649192	22651959	-	2768
gene:Zm00001eb007680	1	22687343	22699456	-	12114
gene:Zm00001eb007690	1	22699409	22702048	+	2640
gene:Zm00001eb007700	1	22767674	22780052	+	12379
gene:Zm00001eb007710	1	22781518	22781958	+	441
gene:Zm00001eb007720	1	22803515	22811308	-	7794
gene:Zm00001eb007730	1	22812096	22816226	+	4131
gene:Zm00001eb007740	1	22822053	22826524	+	4472
gene:Zm00001eb007750	1	22826300	22830756	-	4457
gene:Zm00001eb007760	1	22830209	22834612	+	4404
gene:Zm00001eb007770	1	22835276	22841005	-	5730
gene:Zm00001eb007780	1	22918118	22921746	+	3629
gene:Zm00001eb007790	1	22921845	22924995	-	3151
gene:Zm00001eb007800	1	22926390	22930641	-	4252
gene:Zm00001eb007810	1	22955610	22958435	+	2826
gene:Zm00001eb007820	1	23050901	23058463	+	7563
gene:Zm00001eb007830	1	23072874	23077686	+	4813
gene:Zm00001eb007840	1	23077780	23078454	-	675
gene:Zm00001eb007850	1	23078494	23079090	-	597
gene:Zm00001eb007860	1	23129675	23133121	-	3447
gene:Zm00001eb007870	1	23169693	23171359	-	1667
gene:Zm00001eb007880	1	23240654	23242224	-	1571
gene:Zm00001eb007890	1	23258191	23258511	-	321
gene:Zm00001eb007900	1	23304923	23306790	+	1868
gene:Zm00001eb007910	1	23308871	23309873	+	1003
gene:Zm00001eb007920	1	23365502	23370842	-	5341
gene:Zm00001eb007930	1	23409053	23412585	+	3533
gene:Zm00001eb007940	1	23414732	23417325	+	2594
gene:Zm00001eb007950	1	23433554	23435122	+	1569
gene:Zm00001eb007960	1	23435595	23442592	-	6998
gene:Zm00001eb007970	1	23444714	23445097	+	384
gene:Zm00001eb007980	1	23491647	23516121	-	24475
gene:Zm00001eb007990	1	23620329	23622136	+	1808
gene:Zm00001eb008000	1	23760682	23761636	+	955
gene:Zm00001eb008010	1	23768189	23771469	-	3281
gene:Zm00001eb008020	1	23784908	23785456	-	549
gene:Zm00001eb008030	1	23785510	23785941	+	432
gene:Zm00001eb008040	1	23787399	23790372	+	2974
gene:Zm00001eb008050	1	23804827	23806363	-	1537
gene:Zm00001eb008060	1	23809170	23820611	+	11442
gene:Zm00001eb008070	1	23820865	23823571	-	2707
gene:Zm00001eb008080	1	24078189	24080376	-	2188
gene:Zm00001eb008090	1	24092262	24096841	+	4580
gene:Zm00001eb008100	1	24110640	24114877	+	4238
gene:Zm00001eb008110	1	24198640	24199967	+	1328
gene:Zm00001eb008120	1	24201616	24202356	-	741
gene:Zm00001eb008130	1	24353837	24354846	+	1010
gene:Zm00001eb008140	1	24371598	24375522	-	3925
gene:Zm00001eb008150	1	24454648	24455472	+	825
gene:Zm00001eb008160	1	24553476	24560627	-	7152
gene:Zm00001eb008170	1	24728567	24733342	+	4776
gene:Zm00001eb008180	1	24745257	24749932	-	4676
gene:Zm00001eb008190	1	24778316	24778939	+	624
gene:Zm00001eb008200	1	24829653	24831962	-	2310
gene:Zm00001eb008210	1	24876768	24877208	+	441
gene:Zm00001eb008220	1	24878107	24880805	+	2699
gene:Zm00001eb008230	1	24887863	24888222	-	360
gene:Zm00001eb008240	1	24889611	24895681	+	6071
gene:Zm00001eb008250	1	24897663	24899700	+	2038
gene:Zm00001eb008260	1	24897977	24899700	-	1724
gene:Zm00001eb008270	1	24934324	24937027	+	2704
gene:Zm00001eb008280	1	24937424	24942705	-	5282
gene:Zm00001eb008290	1	24954915	24957611	+	2697
gene:Zm00001eb008300	1	24958158	24963135	-	4978
gene:Zm00001eb008310	1	25087800	25098851	+	11052
gene:Zm00001eb008320	1	25264692	25266469	-	1778
gene:Zm00001eb008330	1	25267023	25281268	-	14246
gene:Zm00001eb008340	1	25309616	25330319	-	20704
gene:Zm00001eb008350	1	25336967	25337414	+	448
gene:Zm00001eb008360	1	25396585	25400926	+	4342
gene:Zm00001eb008370	1	25479149	25481360	+	2212
gene:Zm00001eb008380	1	25484947	25488153	+	3207
gene:Zm00001eb008390	1	25486975	25487718	-	744
gene:Zm00001eb008400	1	25489652	25496517	-	6866
gene:Zm00001eb008410	1	25498467	25500943	+	2477
gene:Zm00001eb008420	1	25502795	25505590	-	2796
gene:Zm00001eb008430	1	25506300	25509862	+	3563
gene:Zm00001eb008440	1	25519365	25523870	+	4506
gene:Zm00001eb008450	1	25523961	25531536	-	7576
gene:Zm00001eb008460	1	25533606	25538405	-	4800
gene:Zm00001eb008470	1	25555587	25569658	+	14072
gene:Zm00001eb008480	1	25680602	25683609	+	3008
gene:Zm00001eb008490	1	25685536	25690497	-	4962
gene:Zm00001eb008500	1	25691527	25694642	-	3116
gene:Zm00001eb008510	1	25695326	25695682	-	357
gene:Zm00001eb008520	1	25697493	25700460	-	2968
gene:Zm00001eb008530	1	25765841	25773219	-	7379
gene:Zm00001eb008540	1	25775938	25776345	+	408
gene:Zm00001eb008550	1	25805646	25809878	+	4233
gene:Zm00001eb008560	1	25886810	25887337	+	528
gene:Zm00001eb008570	1	25895013	25904590	+	9578
gene:Zm00001eb008580	1	25937678	25945369	+	7692
gene:Zm00001eb008590	1	25946337	25951186	-	4850
gene:Zm00001eb008600	1	25953039	25954064	-	1026
gene:Zm00001eb008610	1	26099008	26111074	+	12067
gene:Zm00001eb008620	1	26192565	26198909	+	6345
gene:Zm00001eb008630	1	26281990	26285480	+	3491
gene:Zm00001eb008640	1	26289403	26293935	-	4533
gene:Zm00001eb008650	1	26366285	26374017	-	7733
gene:Zm00001eb008660	1	26374316	26379575	-	5260
gene:Zm00001eb008670	1	26404773	26405186	+	414
gene:Zm00001eb008680	1	26535248	26540374	+	5127
gene:Zm00001eb008690	1	26638227	26647909	-	9683
gene:Zm00001eb008700	1	26651342	26664174	-	12833
gene:Zm00001eb008710	1	26667839	26672526	+	4688
gene:Zm00001eb008720	1	26806706	26812386	+	5681
gene:Zm00001eb008730	1	26813409	26815792	-	2384
gene:Zm00001eb008740	1	26849684	26851506	-	1823
gene:Zm00001eb008750	1	27008957	27014719	+	5763
gene:Zm00001eb008760	1	27018571	27019101	+	531
gene:Zm00001eb008770	1	27020800	27022313	-	1514
gene:Zm00001eb008780	1	27032749	27037180	+	4432
gene:Zm00001eb008790	1	27037025	27046485	-	9461
gene:Zm00001eb008800	1	27054390	27059278	+	4889
gene:Zm00001eb008810	1	27060012	27066007	-	5996
gene:Zm00001eb008820	1	27060919	27061500	+	582
gene:Zm00001eb008830	1	27159919	27163267	+	3349
gene:Zm00001eb008840	1	27164788	27166001	-	1214
gene:Zm00001eb008850	1	27166296	27172398	-	6103
gene:Zm00001eb008860	1	27173003	27173739	+	737
gene:Zm00001eb008870	1	27173864	27174818	+	955
gene:Zm00001eb008880	1	27253118	27255816	-	2699
gene:Zm00001eb008890	1	27324522	27329950	+	5429
gene:Zm00001eb008900	1	27334360	27353583	-	19224
gene:Zm00001eb008910	1	27448424	27450365	+	1942
gene:Zm00001eb008920	1	27453260	27455550	-	2291
gene:Zm00001eb008930	1	27569960	27574474	+	4515
gene:Zm00001eb008940	1	27580983	27583931	+	2949
gene:Zm00001eb008950	1	27580998	27592477	-	11480
gene:Zm00001eb008960	1	27704676	27712040	-	7365
gene:Zm00001eb008970	1	27719517	27722065	-	2549
gene:Zm00001eb008980	1	27743303	27748179	+	4877
gene:Zm00001eb008990	1	27791109	27794446	-	3338
gene:Zm00001eb009000	1	27796339	27797377	-	1039
gene:Zm00001eb009010	1	27805011	27812500	+	7490
gene:Zm00001eb009020	1	27808873	27810892	-	2020
gene:Zm00001eb009030	1	27817430	27818817	+	1388
gene:Zm00001eb009040	1	27818903	27826041	+	7139
gene:Zm00001eb009050	1	27826267	27828989	+	2723
gene:Zm00001eb009060	1	27838646	27855600	+	16955
gene:Zm00001eb009070	1	27855726	27859776	+	4051
gene:Zm00001eb009080	1	27860525	27862552	-	2028
gene:Zm00001eb009090	1	27921803	27924732	-	2930
gene:Zm00001eb009100	1	27978753	27987790	-	9038
gene:Zm00001eb009110	1	28145452	28157967	+	12516
gene:Zm00001eb009120	1	28235001	28238254	-	3254
gene:Zm00001eb009130	1	28321395	28330871	+	9477
gene:Zm00001eb009140	1	28362093	28367179	+	5087
gene:Zm00001eb009150	1	28368071	28369904	-	1834
gene:Zm00001eb009160	1	28391350	28395669	-	4320
gene:Zm00001eb009170	1	28467663	28475078	+	7416
gene:Zm00001eb009180	1	28476840	28488828	+	11989
gene:Zm00001eb009190	1	28478839	28479487	+	649
gene:Zm00001eb009200	1	28483220	28483875	+	656
gene:Zm00001eb009210	1	28483894	28484304	+	411
gene:Zm00001eb009220	1	28489017	28491414	+	2398
gene:Zm00001eb009230	1	28493040	28493429	+	390
gene:Zm00001eb009240	1	28542661	28553377	+	10717
gene:Zm00001eb009250	1	28555401	28556873	-	1473
gene:Zm00001eb009260	1	28578044	28579213	-	1170
gene:Zm00001eb009270	1	28579876	28582080	-	2205
gene:Zm00001eb009280	1	28586239	28586577	-	339
gene:Zm00001eb009290	1	28587510	28589683	-	2174
gene:Zm00001eb009300	1	28712465	28714377	+	1913
gene:Zm00001eb009310	1	28749421	28756388	+	6968
gene:Zm00001eb009320	1	28799325	28805520	+	6196
gene:Zm00001eb009330	1	28804891	28805278	-	388
gene:Zm00001eb009340	1	28861699	28863569	+	1871
gene:Zm00001eb009350	1	28861709	28863357	-	1649
gene:Zm00001eb009360	1	28899395	28903667	-	4273
gene:Zm00001eb009370	1	28906918	28916701	-	9784
gene:Zm00001eb009380	1	28970613	28973071	+	2459
gene:Zm00001eb009390	1	28973849	28974244	+	396
gene:Zm00001eb009400	1	28975203	28976746	-	1544
gene:Zm00001eb009410	1	28977413	28978292	-	880
gene:Zm00001eb009420	1	29079694	29082588	+	2895
gene:Zm00001eb009430	1	29129371	29135097	+	5727
gene:Zm00001eb009440	1	29154403	29154914	-	512
gene:Zm00001eb009450	1	29166564	29167464	+	901
gene:Zm00001eb009460	1	29172699	29176400	+	3702
gene:Zm00001eb009470	1	29172903	29174944	-	2042
gene:Zm00001eb009480	1	29231209	29233105	+	1897
gene:Zm00001eb009490	1	29236481	29240217	+	3737
gene:Zm00001eb009500	1	29333953	29339811	+	5859
gene:Zm00001eb009510	1	29393703	29398805	+	5103
gene:Zm00001eb009520	1	29409084	29410015	-	932
gene:Zm00001eb009530	1	29409483	29409979	+	497
gene:Zm00001eb009540	1	29507709	29511014	-	3306
gene:Zm00001eb009550	1	29552208	29554604	-	2397
gene:Zm00001eb009560	1	29556219	29558986	-	2768
