rs chr ps
S1_3903317 1 3903317
S1_3970025 1 3970025
S1_3982420 1 3982420
S1_3982934 1 3982934
S1_3988888 1 3988888
S1_3996980 1 3996980
S1_3997139 1 3997139
S1_4004023 1 4004023
S1_4004040 1 4004040
S1_4004465 1 4004465
S1_4004466 1 4004466
S1_4004513 1 4004513
S1_4017857 1 4017857
S1_4017922 1 4017922
S1_4026214 1 4026214
S1_4038017 1 4038017
S1_4042281 1 4042281
S1_4042284 1 4042284
S1_4042330 1 4042330
S1_4042331 1 4042331
S1_4042332 1 4042332
S1_4042362 1 4042362
S1_4042363 1 4042363
S1_4042421 1 4042421
S1_4046779 1 4046779
S1_4047470 1 4047470
S1_4047792 1 4047792
S1_4047850 1 4047850
S1_4047958 1 4047958
S1_4050652 1 4050652
S1_4050673 1 4050673
S1_4050674 1 4050674
S1_4054745 1 4054745
S1_4054777 1 4054777
S1_4056475 1 4056475
S1_4057299 1 4057299
S1_4060645 1 4060645
S1_4060646 1 4060646
S1_4060697 1 4060697
S1_4060965 1 4060965
S1_4060985 1 4060985
S1_4060992 1 4060992
S1_4060996 1 4060996
S1_4061495 1 4061495
S1_4067202 1 4067202
S1_4069283 1 4069283
S1_4069313 1 4069313
S1_4073688 1 4073688
S1_4073768 1 4073768
S1_4073769 1 4073769
S1_4076672 1 4076672
S1_4076748 1 4076748
S1_4079998 1 4079998
S1_4080263 1 4080263
S1_4081005 1 4081005
S1_4081006 1 4081006
S1_4081624 1 4081624
S1_4081655 1 4081655
S1_4081718 1 4081718
S1_4081719 1 4081719
S1_4081728 1 4081728
S1_4082747 1 4082747
S1_4100969 1 4100969
S1_4101174 1 4101174
S1_4104672 1 4104672
S1_4105188 1 4105188
S1_4105194 1 4105194
S1_4105196 1 4105196
S1_4105200 1 4105200
S1_4105201 1 4105201
S1_4105202 1 4105202
S1_4105206 1 4105206
S1_4105208 1 4105208
S1_4106623 1 4106623
S1_4106639 1 4106639
S1_4112356 1 4112356
S1_4112393 1 4112393
S1_4113212 1 4113212
S1_4114359 1 4114359
S1_4114750 1 4114750
S1_4114751 1 4114751
S1_4115440 1 4115440
S1_4115463 1 4115463
S1_4125209 1 4125209
S1_4125238 1 4125238
S1_4137371 1 4137371
S1_4137378 1 4137378
S1_4137409 1 4137409
S1_4137480 1 4137480
S1_4137569 1 4137569
S1_4137575 1 4137575
S1_4139583 1 4139583
S1_4139619 1 4139619
S1_4140118 1 4140118
S1_4140124 1 4140124
S1_4140196 1 4140196
S1_4140212 1 4140212
S1_4144741 1 4144741
S1_4144782 1 4144782
S1_4144878 1 4144878
S1_4144881 1 4144881
S1_4144894 1 4144894
S1_4146834 1 4146834
S1_4147136 1 4147136
S1_4158763 1 4158763
S1_4190119 1 4190119
S1_4190191 1 4190191
S1_4190539 1 4190539
S1_4190540 1 4190540
S1_4190554 1 4190554
S1_4190856 1 4190856
S1_4190886 1 4190886
S1_4195942 1 4195942
S1_4196008 1 4196008
S1_4196013 1 4196013
S1_4198303 1 4198303
S1_4199714 1 4199714
S1_4216510 1 4216510
S1_4216520 1 4216520
S1_4220530 1 4220530
S1_4221170 1 4221170
S1_4221211 1 4221211
S1_4228860 1 4228860
S1_4228892 1 4228892
S1_4228939 1 4228939
S1_4230781 1 4230781
S1_4230804 1 4230804
S1_4232914 1 4232914
S1_4233843 1 4233843
S1_4239011 1 4239011
S1_4239951 1 4239951
S1_4239953 1 4239953
S1_4239963 1 4239963
S1_4240744 1 4240744
S1_4260909 1 4260909
S1_4260946 1 4260946
S1_4267740 1 4267740
S1_4267792 1 4267792
S1_4267795 1 4267795
S1_4268129 1 4268129
S1_4277024 1 4277024
S1_4281283 1 4281283
S1_4286444 1 4286444
S1_4286559 1 4286559
S1_4286560 1 4286560
S1_4286562 1 4286562
S1_4286565 1 4286565
S1_4286568 1 4286568
S1_4286596 1 4286596
S1_4286597 1 4286597
S1_4287966 1 4287966
S1_4288007 1 4288007
S1_4289239 1 4289239
S1_4312416 1 4312416
S1_4319502 1 4319502
S1_4333342 1 4333342
S1_4337224 1 4337224
S1_4342694 1 4342694
S1_4342746 1 4342746
S1_4348778 1 4348778
S1_4348935 1 4348935
S1_4349262 1 4349262
S1_4350285 1 4350285
S1_4350371 1 4350371
S1_4364747 1 4364747
S1_4366915 1 4366915
S1_4374302 1 4374302
S1_4374503 1 4374503
S1_4378425 1 4378425
S1_4378449 1 4378449
S1_4379350 1 4379350
S1_4379374 1 4379374
S1_4379965 1 4379965
S1_4393462 1 4393462
S1_4395768 1 4395768
S1_4395770 1 4395770
S1_4396258 1 4396258
S1_4396506 1 4396506
S1_4407541 1 4407541
S1_4407739 1 4407739
S1_4407940 1 4407940
S1_4407945 1 4407945
S1_4407998 1 4407998
S1_4408176 1 4408176
S1_4408231 1 4408231
S1_4410891 1 4410891
S1_4429775 1 4429775
S1_4436451 1 4436451
S1_4437221 1 4437221
S1_4437238 1 4437238
S1_4437245 1 4437245
S1_4437482 1 4437482
S1_4437493 1 4437493
S1_4437495 1 4437495
S1_4437534 1 4437534
S1_4438424 1 4438424
S1_4438459 1 4438459
S1_4438493 1 4438493
S1_4438505 1 4438505
S1_4438568 1 4438568
S1_4438812 1 4438812
S1_4438844 1 4438844
S1_4438845 1 4438845
S1_4438854 1 4438854
S1_4439692 1 4439692
S1_4439932 1 4439932
S1_4443934 1 4443934
S1_4444674 1 4444674
S1_4445627 1 4445627
S1_4445654 1 4445654
S1_4445664 1 4445664
S1_4446856 1 4446856
S1_4446904 1 4446904
S1_4447832 1 4447832
S1_4447936 1 4447936
S1_4447979 1 4447979
S1_4447993 1 4447993
S1_4447995 1 4447995
S1_4448047 1 4448047
S1_4448050 1 4448050
S1_4449955 1 4449955
S1_4451341 1 4451341
S1_4451540 1 4451540
S1_4451558 1 4451558
S1_4451624 1 4451624
S1_4451703 1 4451703
S1_4451881 1 4451881
S1_4451887 1 4451887
S1_4453904 1 4453904
S1_4453917 1 4453917
S1_4453920 1 4453920
S1_4453935 1 4453935
S1_4454618 1 4454618
S1_4454686 1 4454686
S1_4454862 1 4454862
S1_4455343 1 4455343
S1_4457568 1 4457568
S1_4457889 1 4457889
S1_4457906 1 4457906
S1_4462113 1 4462113
S1_4468471 1 4468471
S1_4471842 1 4471842
S1_4483775 1 4483775
S1_4483900 1 4483900
S1_4483901 1 4483901
S1_4483903 1 4483903
S1_4485144 1 4485144
S1_4485237 1 4485237
S1_4485371 1 4485371
S1_4485375 1 4485375
S1_4486906 1 4486906
S1_4499646 1 4499646
S1_4510390 1 4510390
S1_4515290 1 4515290
S1_4516396 1 4516396
S1_4518190 1 4518190
S1_4518349 1 4518349
S1_4518703 1 4518703
S1_4520747 1 4520747
S1_4523381 1 4523381
S1_4523437 1 4523437
S1_4523663 1 4523663
S1_4528169 1 4528169
S1_4528189 1 4528189
S1_4528276 1 4528276
S1_4528577 1 4528577
S1_4528665 1 4528665
S1_4530282 1 4530282
S1_4530324 1 4530324
S1_4530339 1 4530339
S1_4531440 1 4531440
S1_4534171 1 4534171
S1_4535420 1 4535420
S1_4535474 1 4535474
S1_4535476 1 4535476
S1_4535776 1 4535776
S1_4546904 1 4546904
S1_4546932 1 4546932
S1_4546946 1 4546946
S1_4547053 1 4547053
S1_4547157 1 4547157
S1_4547230 1 4547230
S1_4547294 1 4547294
S1_4548154 1 4548154
S1_4548171 1 4548171
S1_4549106 1 4549106
S1_4549143 1 4549143
S1_4549158 1 4549158
S1_4550516 1 4550516
S1_4551039 1 4551039
S1_4551043 1 4551043
S1_4551070 1 4551070
S1_4555247 1 4555247
S1_4555259 1 4555259
S1_4555406 1 4555406
S1_4557100 1 4557100
S1_4557254 1 4557254
S1_4559982 1 4559982
S1_4561860 1 4561860
S1_4561872 1 4561872
S1_4566693 1 4566693
S1_4574059 1 4574059
S1_4576767 1 4576767
S1_4576791 1 4576791
S1_4577489 1 4577489
S1_4577552 1 4577552
S1_4577587 1 4577587
S1_4584760 1 4584760
S1_4586052 1 4586052
S1_4587498 1 4587498
S1_4587837 1 4587837
S1_4610645 1 4610645
S1_4615618 1 4615618
S1_4615682 1 4615682
S1_4615687 1 4615687
S1_4615689 1 4615689
S1_4615704 1 4615704
S1_4616593 1 4616593
S1_4616747 1 4616747
S1_4616752 1 4616752
S1_4616830 1 4616830
S1_4617016 1 4617016
S1_4617025 1 4617025
S1_4617082 1 4617082
S1_4617157 1 4617157
S1_4617823 1 4617823
S1_4620931 1 4620931
S1_4621614 1 4621614
S1_4622059 1 4622059
S1_4622106 1 4622106
S1_4628534 1 4628534
S1_4633582 1 4633582
S1_4635231 1 4635231
S1_4635235 1 4635235
S1_4656400 1 4656400
S1_4656467 1 4656467
S1_4656572 1 4656572
S1_4668093 1 4668093
S1_4669256 1 4669256
S1_4669727 1 4669727
S1_4670318 1 4670318
S1_4671875 1 4671875
S1_4672440 1 4672440
S1_4672613 1 4672613
S1_4672631 1 4672631
S1_4676153 1 4676153
S1_4676157 1 4676157
S1_4676174 1 4676174
S1_4676193 1 4676193
S1_4680140 1 4680140
S1_4680278 1 4680278
S1_4686332 1 4686332
S1_4686333 1 4686333
S1_4686335 1 4686335
S1_4687476 1 4687476
S1_4687499 1 4687499
S1_4688398 1 4688398
S1_4688405 1 4688405
S1_4688677 1 4688677
S1_4693117 1 4693117
S1_4693131 1 4693131
S1_4693159 1 4693159
S1_4694401 1 4694401
S1_4694500 1 4694500
S1_4701039 1 4701039
S1_4701042 1 4701042
S1_4701080 1 4701080
S1_4701093 1 4701093
S1_4701767 1 4701767
S1_4701900 1 4701900
S1_4702136 1 4702136
S1_4706107 1 4706107
S1_4706343 1 4706343
S1_4706397 1 4706397
S1_4706406 1 4706406
S1_4706887 1 4706887
S1_4706903 1 4706903
S1_4706968 1 4706968
S1_4706989 1 4706989
S1_4707013 1 4707013
S1_4707063 1 4707063
S1_4707066 1 4707066
S1_4707079 1 4707079
S1_4709031 1 4709031
S1_4709439 1 4709439
S1_4711966 1 4711966
S1_4714070 1 4714070
S1_4714080 1 4714080
S1_4714093 1 4714093
S1_4717269 1 4717269
S1_4770895 1 4770895
S1_4772220 1 4772220
S1_4772435 1 4772435
S1_4773305 1 4773305
S1_4773345 1 4773345
S1_4773415 1 4773415
S1_4773438 1 4773438
S1_4773581 1 4773581
S1_4773674 1 4773674
S1_4773702 1 4773702
S1_4773758 1 4773758
S1_4773891 1 4773891
S1_4775053 1 4775053
S1_4775163 1 4775163
S1_4780183 1 4780183
S1_4787785 1 4787785
S1_4787970 1 4787970
S1_4794494 1 4794494
S1_4794946 1 4794946
S1_4794957 1 4794957
S1_4794979 1 4794979
S1_4794992 1 4794992
S1_4822532 1 4822532
S1_4822590 1 4822590
S1_4863376 1 4863376
S1_4864816 1 4864816
S1_4865597 1 4865597
S1_4875882 1 4875882
S1_4891858 1 4891858
S1_4891936 1 4891936
S1_4891998 1 4891998
S1_4895748 1 4895748
S1_4895814 1 4895814
S1_4895848 1 4895848
S1_4895913 1 4895913
S1_4895993 1 4895993
S1_4898554 1 4898554
S1_4928405 1 4928405
S1_4938640 1 4938640
S1_4942959 1 4942959
S1_4945250 1 4945250
S1_4951584 1 4951584
S1_4953629 1 4953629
S1_4955426 1 4955426
S1_4955427 1 4955427
S1_4955428 1 4955428
S1_4955496 1 4955496
S1_4955528 1 4955528
S1_4955530 1 4955530
S1_4955533 1 4955533
S1_4955538 1 4955538
S1_4980558 1 4980558
S1_4981417 1 4981417
S1_4981423 1 4981423
S1_4982554 1 4982554
S1_4983689 1 4983689
S1_4984077 1 4984077
S1_4984087 1 4984087
S1_4984104 1 4984104
S1_4984144 1 4984144
S1_4984185 1 4984185
S1_4984686 1 4984686
S1_4990034 1 4990034
S1_5008768 1 5008768
S1_5010105 1 5010105
S1_5010971 1 5010971
S1_5011032 1 5011032
S1_5011063 1 5011063
S1_5011091 1 5011091
S1_5016490 1 5016490
S1_5016766 1 5016766
S1_5016894 1 5016894
S1_5017517 1 5017517
S1_5017544 1 5017544
S1_5023943 1 5023943
S1_5024347 1 5024347
S1_5024553 1 5024553
S1_5024583 1 5024583
S1_5024670 1 5024670
S1_5028723 1 5028723
S1_5032645 1 5032645
S1_5032717 1 5032717
S1_5033188 1 5033188
S1_5033268 1 5033268
S1_5033563 1 5033563
S1_5033566 1 5033566
S1_5037370 1 5037370
S1_5052431 1 5052431
S1_5055377 1 5055377
S1_5055399 1 5055399
S1_5055549 1 5055549
S1_5056267 1 5056267
S1_5056309 1 5056309
S1_5056435 1 5056435
S1_5056512 1 5056512
S1_5057675 1 5057675
S1_5057711 1 5057711
S1_5058912 1 5058912
S1_5059006 1 5059006
S1_5059023 1 5059023
S1_5059243 1 5059243
S1_5063356 1 5063356
S1_5063454 1 5063454
S1_5063705 1 5063705
S1_5064085 1 5064085
S1_5064096 1 5064096
S1_5071443 1 5071443
S1_5075318 1 5075318
S1_5076077 1 5076077
S1_5076099 1 5076099
S1_5076107 1 5076107
S1_5076742 1 5076742
S1_5076763 1 5076763
S1_5076940 1 5076940
S1_5076946 1 5076946
S1_5076997 1 5076997
S1_5077060 1 5077060
S1_5080915 1 5080915
S1_5085760 1 5085760
S1_5086267 1 5086267
S1_5093134 1 5093134
S1_5094077 1 5094077
S1_5094272 1 5094272
S1_5094273 1 5094273
S1_5094274 1 5094274
S1_5096358 1 5096358
S1_5099086 1 5099086
S1_5099324 1 5099324
S1_5100038 1 5100038
S1_5100047 1 5100047
S1_5100362 1 5100362
S1_5100939 1 5100939
S1_5101264 1 5101264
S1_5101327 1 5101327
S1_5103291 1 5103291
S1_5103633 1 5103633
S1_5111931 1 5111931
S1_5113093 1 5113093
S1_5119510 1 5119510
S1_5121535 1 5121535
S1_5121548 1 5121548
S1_5125887 1 5125887
S1_5125927 1 5125927
S1_5125941 1 5125941
S1_5125944 1 5125944
S1_5126013 1 5126013
S1_5126032 1 5126032
S1_5144925 1 5144925
S1_5144990 1 5144990
S1_5150036 1 5150036
S1_5169019 1 5169019
S1_5169739 1 5169739
S1_5173546 1 5173546
S1_5176187 1 5176187
S1_5176214 1 5176214
S1_5176257 1 5176257
S1_5178585 1 5178585
S1_5203651 1 5203651
S1_5203688 1 5203688
S1_5203722 1 5203722
S1_5206178 1 5206178
S1_5206185 1 5206185
S1_5210226 1 5210226
S1_5212224 1 5212224
S1_5212550 1 5212550
S1_5212551 1 5212551
S1_5212554 1 5212554
S1_5212635 1 5212635
S1_5214284 1 5214284
S1_5214286 1 5214286
S1_5227754 1 5227754
S1_5227785 1 5227785
S1_5237245 1 5237245
S1_5237246 1 5237246
S1_5237486 1 5237486
S1_5254035 1 5254035
S1_5257279 1 5257279
S1_5269310 1 5269310
S1_5269608 1 5269608
S1_5282408 1 5282408
S1_5295849 1 5295849
S1_5306253 1 5306253
S1_5312882 1 5312882
S1_5325281 1 5325281
S1_5327231 1 5327231
S1_5327344 1 5327344
S1_5329628 1 5329628
S1_5331887 1 5331887
S1_5331926 1 5331926
S1_5331937 1 5331937
S1_5333078 1 5333078
S1_5334593 1 5334593
S1_5348413 1 5348413
S1_5349388 1 5349388
S1_5349525 1 5349525
S1_5352474 1 5352474
S1_5352498 1 5352498
S1_5353360 1 5353360
S1_5353369 1 5353369
S1_5353440 1 5353440
S1_5356503 1 5356503
S1_5356524 1 5356524
S1_5356529 1 5356529
S1_5367019 1 5367019
S1_5367021 1 5367021
S1_5367079 1 5367079
S1_5367103 1 5367103
S1_5376735 1 5376735
S1_5378039 1 5378039
S1_5378042 1 5378042
S1_5395905 1 5395905
S1_5400100 1 5400100
S1_5400192 1 5400192
S1_5400274 1 5400274
S1_5401636 1 5401636
S1_5401845 1 5401845
S1_5401939 1 5401939
S1_5406247 1 5406247
S1_5409598 1 5409598
S1_5409731 1 5409731
S1_5416385 1 5416385
S1_5419019 1 5419019
S1_5434688 1 5434688
S1_5435529 1 5435529
S1_5435530 1 5435530
S1_5435534 1 5435534
S1_5435539 1 5435539
S1_5435595 1 5435595
S1_5436038 1 5436038
S1_5450483 1 5450483
S1_5452199 1 5452199
S1_5487559 1 5487559
S1_5487573 1 5487573
S1_5487650 1 5487650
S1_5487673 1 5487673
S1_5487739 1 5487739
S1_5494643 1 5494643
S1_5494708 1 5494708
S1_5508581 1 5508581
S1_5531175 1 5531175
S1_5545608 1 5545608
S1_5545635 1 5545635
S1_5567410 1 5567410
S1_5567417 1 5567417
S1_5567421 1 5567421
S1_5571281 1 5571281
S1_5578210 1 5578210
S1_5588422 1 5588422
S1_5596766 1 5596766
S1_5612150 1 5612150
S1_5612973 1 5612973
S1_5617435 1 5617435
S1_5624258 1 5624258
S1_5630239 1 5630239
S1_5630355 1 5630355
S1_5638986 1 5638986
S1_5640670 1 5640670
S1_5644638 1 5644638
S1_5653605 1 5653605
S1_5653877 1 5653877
S1_5653915 1 5653915
S1_5659951 1 5659951
S1_5661311 1 5661311
S1_5661324 1 5661324
S1_5661348 1 5661348
S1_5662244 1 5662244
S1_5663017 1 5663017
S1_5663024 1 5663024
S1_5663129 1 5663129
S1_5663162 1 5663162
S1_5666414 1 5666414
S1_5666525 1 5666525
S1_5666726 1 5666726
S1_5673998 1 5673998
S1_5674053 1 5674053
S1_5674091 1 5674091
S1_5674093 1 5674093
S1_5674102 1 5674102
S1_5675984 1 5675984
S1_5676811 1 5676811
S1_5684074 1 5684074
S1_5684086 1 5684086
S1_5686920 1 5686920
S1_5686926 1 5686926
S1_5687401 1 5687401
S1_5692334 1 5692334
S1_5692361 1 5692361
S1_5695568 1 5695568
S1_5695582 1 5695582
S1_5698998 1 5698998
S1_5699044 1 5699044
S1_5703144 1 5703144
S1_5703285 1 5703285
S1_5718981 1 5718981
S1_5722461 1 5722461
S1_5722495 1 5722495
S1_5732720 1 5732720
S1_5746562 1 5746562
S1_5746581 1 5746581
S1_5747367 1 5747367
S1_5747369 1 5747369
S1_5747371 1 5747371
S1_5747372 1 5747372
S1_5750825 1 5750825
S1_5759697 1 5759697
S1_5766281 1 5766281
S1_5768196 1 5768196
S1_5768514 1 5768514
S1_5769427 1 5769427
S1_5769435 1 5769435
S1_5792349 1 5792349
S1_5792470 1 5792470
S1_5792471 1 5792471
S1_5792472 1 5792472
S1_5797036 1 5797036
S1_5798583 1 5798583
S1_5803854 1 5803854
S1_5803876 1 5803876
S1_5811421 1 5811421
S1_5812775 1 5812775
S1_5812843 1 5812843
S1_5814885 1 5814885
S1_5830843 1 5830843
S1_5830855 1 5830855
S1_5830876 1 5830876
S1_5831551 1 5831551
S1_5843358 1 5843358
S1_5843395 1 5843395
S1_5843433 1 5843433
S1_5857304 1 5857304
S1_5862548 1 5862548
S1_5862698 1 5862698
S1_5862713 1 5862713
S1_5862806 1 5862806
S1_5862893 1 5862893
S1_5868798 1 5868798
S1_5869789 1 5869789
S1_5873212 1 5873212
S1_5877560 1 5877560
S1_5877582 1 5877582
S1_5877611 1 5877611
S1_5877622 1 5877622
S1_5882806 1 5882806
S1_5882859 1 5882859
S1_5882893 1 5882893
S1_5883840 1 5883840
S1_5883841 1 5883841
S1_5883842 1 5883842
S1_5883844 1 5883844
S1_5885077 1 5885077
S1_5885120 1 5885120
S1_5885145 1 5885145
S1_5885233 1 5885233
S1_5885244 1 5885244
S1_5885245 1 5885245
S1_5885746 1 5885746
S1_5885818 1 5885818
S1_5887907 1 5887907
S1_5887994 1 5887994
S1_5888009 1 5888009
S1_5888021 1 5888021
S1_5888121 1 5888121
S1_5891080 1 5891080
S1_5891081 1 5891081
S1_5891082 1 5891082
S1_5891116 1 5891116
S1_5891383 1 5891383
S1_5891425 1 5891425
S1_5893129 1 5893129
S1_5893398 1 5893398
S1_5893417 1 5893417
S1_5893527 1 5893527
S1_5893989 1 5893989
S1_5898100 1 5898100
S1_5898485 1 5898485
S1_5904618 1 5904618
S1_5906650 1 5906650
S1_5906677 1 5906677
S1_5906678 1 5906678
S1_5906684 1 5906684
S1_5906857 1 5906857
S1_5921372 1 5921372
S1_5932750 1 5932750
S1_5933242 1 5933242
S1_5933344 1 5933344
S1_5939008 1 5939008
S1_5940929 1 5940929
S1_5948112 1 5948112
S1_5948204 1 5948204
S1_5948283 1 5948283
S1_5953989 1 5953989
S1_5954240 1 5954240
S1_5954330 1 5954330
S1_5955292 1 5955292
S1_5955376 1 5955376
S1_5957992 1 5957992
S1_5958014 1 5958014
S1_5967840 1 5967840
S1_5976319 1 5976319
S1_5978472 1 5978472
S1_5988012 1 5988012
S1_5988015 1 5988015
S1_5988016 1 5988016
S1_5988018 1 5988018
S1_6005097 1 6005097
S1_6005176 1 6005176
S1_6009668 1 6009668
S1_6009713 1 6009713
S1_6009731 1 6009731
S1_6009816 1 6009816
S1_6026397 1 6026397
S1_6026449 1 6026449
S1_6027182 1 6027182
S1_6028317 1 6028317
S1_6028801 1 6028801
S1_6028885 1 6028885
S1_6029522 1 6029522
S1_6043860 1 6043860
S1_6046203 1 6046203
S1_6052904 1 6052904
S1_6052956 1 6052956
S1_6052977 1 6052977
S1_6053092 1 6053092
S1_6053385 1 6053385
S1_6053397 1 6053397
S1_6062489 1 6062489
S1_6062519 1 6062519
S1_6062682 1 6062682
S1_6062712 1 6062712
S1_6071173 1 6071173
S1_6091025 1 6091025
S1_6091076 1 6091076
S1_6091095 1 6091095
S1_6091099 1 6091099
S1_6091140 1 6091140
S1_6091299 1 6091299
S1_6092902 1 6092902
S1_6092918 1 6092918
S1_6092919 1 6092919
S1_6093491 1 6093491
S1_6095884 1 6095884
S1_6096913 1 6096913
S1_6098298 1 6098298
S1_6098303 1 6098303
S1_6109014 1 6109014
S1_6109876 1 6109876
S1_6109982 1 6109982
S1_6109987 1 6109987
S1_6123683 1 6123683
S1_6141598 1 6141598
S1_6148299 1 6148299
S1_6151983 1 6151983
S1_6156041 1 6156041
S1_6169062 1 6169062
S1_6175254 1 6175254
S1_6175255 1 6175255
S1_6175256 1 6175256
S1_6175258 1 6175258
S1_6175259 1 6175259
S1_6181527 1 6181527
S1_6181532 1 6181532
S1_6181593 1 6181593
S1_6181645 1 6181645
S1_6188542 1 6188542
S1_6220209 1 6220209
S1_6220258 1 6220258
S1_6221451 1 6221451
S1_6221816 1 6221816
S1_6221817 1 6221817
S1_6221818 1 6221818
S1_6222744 1 6222744
S1_6222747 1 6222747
S1_6225753 1 6225753
S1_6226100 1 6226100
S1_6226119 1 6226119
S1_6231303 1 6231303
S1_6231367 1 6231367
S1_6237786 1 6237786
S1_6266802 1 6266802
S1_6268668 1 6268668
S1_6284679 1 6284679
S1_6288175 1 6288175
S1_6289360 1 6289360
S1_6289459 1 6289459
S1_6290025 1 6290025
S1_6290037 1 6290037
S1_6290311 1 6290311
S1_6290323 1 6290323
S1_6290362 1 6290362
S1_6295861 1 6295861
S1_6295862 1 6295862
S1_6297968 1 6297968
S1_6303220 1 6303220
S1_6305072 1 6305072
S1_6305579 1 6305579
S1_6305877 1 6305877
S1_6312632 1 6312632
S1_6319721 1 6319721
S1_6319769 1 6319769
S1_6320966 1 6320966
S1_6321010 1 6321010
S1_6324892 1 6324892
S1_6327511 1 6327511
S1_6327583 1 6327583
S1_6327593 1 6327593
S1_6327610 1 6327610
S1_6328052 1 6328052
S1_6328076 1 6328076
S1_6349007 1 6349007
S1_6349025 1 6349025
S1_6349055 1 6349055
S1_6349076 1 6349076
S1_6349337 1 6349337
S1_6349364 1 6349364
S1_6349720 1 6349720
S1_6349732 1 6349732
S1_6354012 1 6354012
S1_6354101 1 6354101
S1_6354945 1 6354945
S1_6355031 1 6355031
S1_6355846 1 6355846
S1_6355862 1 6355862
S1_6355890 1 6355890
S1_6365632 1 6365632
S1_6365633 1 6365633
S1_6367607 1 6367607
S1_6370261 1 6370261
S1_6370944 1 6370944
S1_6372116 1 6372116
S1_6372154 1 6372154
S1_6384311 1 6384311
S1_6384316 1 6384316
S1_6385525 1 6385525
S1_6385528 1 6385528
S1_6387298 1 6387298
S1_6390544 1 6390544
S1_6390737 1 6390737
S1_6391332 1 6391332
S1_6391368 1 6391368
S1_6391375 1 6391375
S1_6391380 1 6391380
S1_6391406 1 6391406
S1_6391730 1 6391730
S1_6394684 1 6394684
S1_6395915 1 6395915
S1_6395925 1 6395925
S1_6396027 1 6396027
S1_6397508 1 6397508
S1_6398530 1 6398530
S1_6400187 1 6400187
S1_6400199 1 6400199
S1_6400214 1 6400214
S1_6430848 1 6430848
S1_6438272 1 6438272
S1_6447394 1 6447394
S1_6449660 1 6449660
S1_6449873 1 6449873
S1_6453815 1 6453815
S1_6454431 1 6454431
S1_6456774 1 6456774
S1_6464028 1 6464028
S1_6464038 1 6464038
S1_6465475 1 6465475
S1_6465681 1 6465681
S1_6474071 1 6474071
S1_6477445 1 6477445
S1_6477463 1 6477463
S1_6477482 1 6477482
S1_6478220 1 6478220
S1_6483284 1 6483284
S1_6498586 1 6498586
S1_6498593 1 6498593
S1_6498659 1 6498659
S1_6498661 1 6498661
S1_6506540 1 6506540
S1_6510358 1 6510358
S1_6510402 1 6510402
S1_6520135 1 6520135
S1_6524423 1 6524423
S1_6524424 1 6524424
S1_6526071 1 6526071
S1_6526073 1 6526073
S1_6526074 1 6526074
S1_6526075 1 6526075
S1_6526076 1 6526076
S1_6526078 1 6526078
S1_6526079 1 6526079
S1_6529270 1 6529270
S1_6554930 1 6554930
S1_6554931 1 6554931
S1_6554934 1 6554934
S1_6554936 1 6554936
S1_6554937 1 6554937
S1_6554939 1 6554939
S1_6554942 1 6554942
S1_6554944 1 6554944
S1_6554947 1 6554947
S1_6554951 1 6554951
S1_6554963 1 6554963
S1_6564482 1 6564482
S1_6566954 1 6566954
S1_6603314 1 6603314
S1_6604828 1 6604828
S1_6612129 1 6612129
S1_6612171 1 6612171
S1_6613012 1 6613012
S1_6616865 1 6616865
S1_6631976 1 6631976
S1_6639618 1 6639618
S1_6657757 1 6657757
S1_6661749 1 6661749
S1_6670728 1 6670728
S1_6670752 1 6670752
S1_6670904 1 6670904
S1_6677326 1 6677326
S1_6690629 1 6690629
S1_6698503 1 6698503
S1_6723691 1 6723691
S1_6743132 1 6743132
S1_6744296 1 6744296
S1_6765166 1 6765166
S1_6766162 1 6766162
S1_6767492 1 6767492
S1_6769259 1 6769259
S1_6769291 1 6769291
S1_6777592 1 6777592
S1_6779601 1 6779601
S1_6780768 1 6780768
S1_6790940 1 6790940
S1_6823417 1 6823417
S1_6834357 1 6834357
S1_6837589 1 6837589
S1_6843689 1 6843689
S1_6856453 1 6856453
S1_6857168 1 6857168
S1_6859785 1 6859785
S1_6859786 1 6859786
S1_6859811 1 6859811
S1_6866531 1 6866531
S1_6875602 1 6875602
S1_6881248 1 6881248
S1_6894499 1 6894499
S1_6899346 1 6899346
S1_6907712 1 6907712
S1_6914007 1 6914007
S1_6914691 1 6914691
S1_6914721 1 6914721
S1_6914770 1 6914770
S1_6914782 1 6914782
S1_6914798 1 6914798
S1_6917832 1 6917832
S1_6917835 1 6917835
S1_6917865 1 6917865
S1_6918373 1 6918373
S1_6924437 1 6924437
S1_6924505 1 6924505
S1_6924527 1 6924527
S1_6929967 1 6929967
S1_6939161 1 6939161
S1_6940162 1 6940162
S1_6944660 1 6944660
S1_6966189 1 6966189
S1_6967476 1 6967476
S1_6977522 1 6977522
S1_6980693 1 6980693
S1_6980732 1 6980732
S1_6982327 1 6982327
S1_6982513 1 6982513
S1_6982592 1 6982592
S1_6984795 1 6984795
S1_6984820 1 6984820
S1_7000190 1 7000190
